"运行","账号","页面","展开状态","控件","名称","禁用","宽","高","缺少可计算名称","证据边界"
"default-390","sanmu","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","刷新生成状态","false","370","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","收银复核","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","订单中心","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","预约","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","sanmu","/staff/devices","disclosures","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","刷新工作台","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","Tom，切换账号","false","72","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","现场","false","179","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","预约到店","false","179","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","任务","false","179","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","取送","false","179","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","刷新待办","false","90","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","现在可处理","false","106","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","等待处理","false","90","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","select","待办业务","false","54","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","summary","查询范围与更多记录","false","366","46","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","全部退款记录","false","122","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","summary","营业概况","false","366","46","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","营业桌台1 项进行中1进行中","false","366","63","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","initial","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","刷新工作台","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","Tom，切换账号","false","72","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","现场","false","179","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","预约到店","false","179","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","任务","false","179","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","取送","false","179","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","刷新待办","false","90","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","现在可处理","false","106","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","等待处理","false","90","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","select","待办业务","false","54","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","summary","查询范围与更多记录","false","366","46","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","全部退款记录","false","122","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","summary","营业概况","false","366","46","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","营业桌台1 项进行中1进行中","false","366","63","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/","disclosures","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","刷新现场","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","刷新","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","当前营业日","false","104","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","跨日未闭环","false","104","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","历史查询","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","initial","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","刷新现场","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","刷新","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","当前营业日","false","104","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","跨日未闭环","false","104","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","历史查询","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/reservations","disclosures","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","刷新现场","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","input","搜索桌号或区域","false","321","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","select","按区域筛选桌台","false","84","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","营业中","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","待支付","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","负责桌","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","全部","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","查看全部桌台","false","126","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","initial","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","刷新现场","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","input","搜索桌号或区域","false","321","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","select","按区域筛选桌台","false","84","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","营业中","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","待支付","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","负责桌","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","全部","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","查看全部桌台","false","126","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/live","disclosures","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","button","刷新现场","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","button","刷新商品待办","false","122","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","input","输入会员号或核销码","false","297","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","button","扫描会员码","false","342","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","initial","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","button","刷新现场","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","button","刷新商品待办","false","122","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","input","输入会员号或核销码","false","297","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","button","扫描会员码","false","342","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/tasks","disclosures","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","刷新现场","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","待制作（0）","false","104","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","待取送（0）","false","104","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","我的已送达","false","94","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","input","按桌号或品名查找出品","false","366","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","initial","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","刷新现场","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","待制作（0）","false","104","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","待取送（0）","false","104","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","我的已送达","false","94","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","input","按桌号或品名查找出品","false","366","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/fulfillment","disclosures","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","initial","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","initial","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","initial","button","刷新演出与点歌","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","initial","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","initial","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","initial","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","initial","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","initial","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","disclosures","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","disclosures","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","disclosures","button","刷新演出与点歌","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","disclosures","button","现场","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","disclosures","button","任务","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","disclosures","button","取送","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","disclosures","button","预约到店","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/performance","disclosures","button","全部岗位入口","false","76","56","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","button","Tom，切换账号","false","76","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","button","刷新订单中心","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","summary","订单中心 · 当前与历史","false","360","38","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","button","当前营业日","false","100","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","button","上一营业日","false","100","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","input","搜索","false","175","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","summary","日期与更多筛选","false","175","38","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","input","区域","false","175","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","select","支付状态全部状态待支付支付中部分付款已支付部分退款已退款","false","175","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","input","开始营业日","false","175","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","input","结束营业日","false","175","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","input","桌号","false","175","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","tom","/staff/orders","initial","input","下单员工","false","175","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
