"源文件","行","函数","直接识别的API调用","状态/反馈调用","所属文件问题","证据边界"
"src/normalized-ui/MonthlySchedulePanel.tsx","23","loadPublished","api.getEndpoint<{data:PerformanceRevisionSchedule[]}>(`/api/staff/schedules/monthly?month=${month}`)","setPublished(response.data)","SYS-303","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/MonthlySchedulePanel.tsx","25","invalidate","","setPreview(null)
setMessage('')","SYS-303","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/MonthlySchedulePanel.tsx","26","generate","","setMessage('请选择月份')
setMessage('每条规则都需要选择歌手和起止时间')
setSlots(next.sort((a,b)=>a.startsAt.localeCompare(b.startsAt)))
setMessage(`已生成 ${next.length} 场草稿。可逐场修改歌手、时间或移除例外日期，预览通过后发布。`)","SYS-303","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/MonthlySchedulePanel.tsx","40","check","api.postEndpoint<Preview[]>('/api/staff/schedules/monthly/preview',{month,slots})","setBusy(true)
setPreview(result)
setMessage(error instanceof Error?error.message:'预览未完成')
setBusy(false)","SYS-303","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/MonthlySchedulePanel.tsx","41","publish","api.postEndpoint<{createdCount:number;existingCount:number}>('/api/staff/schedules/monthly/publish',payload,{idempotencyKey:attempt.current.key})","setBusy(true)
setMessage(`已发布 ${result.createdCount} 场，${result.existingCount} 场已存在并保留。`)
setPreview(null)
setMessage(error instanceof Error?error.message:'发布结果未确认，再次点击会核对同一请求')
setBusy(false)","SYS-303","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/MonthlySchedulePanel.tsx","49","changeSlot","","setSlots(current=>current.map((slot,i)=>i===index?{...slot,...patch}:slot))","SYS-303","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","72","changed","","setAuth(null)
setStaffNavigation(null)
setInitialBootstrap(null)
setMessage('其他页面已切换员工，请重新登录后继续')
setPhase('login')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","88","heartbeat","api.heartbeatStaff()","setAuth(next)
setAuth(null)
setStaffNavigation(null)
setInitialBootstrap(null)
setMessage('登录状态已结束，请重新登录')
setPhase('login')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","121","syncRoute","","setStaffLocation(window.location.pathname + window.location.search)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","154","loginRequired","","setAuth(null)
setStaffNavigation(null)
setInitialBootstrap(null)
setPhase('login')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","155","switchReady","","setStaffLocation('/')
setMessage(null)
setStaffNavigation(null)
setInitialBootstrap(null)
setAuth(session)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","163","logoutReady","","setStaffLocation('/')
setMessage(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","169","navigate","","setMessage('当前入口不可用，请从工作台选择已授权的功能。')
setMessage(null)
setStaffLocation(target.pathname + target.search)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","261","close","","setOpen(false)
setPin('')
setError(null)
setLogoutArmed(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","268","submitSwitch","api.switchStaff({ employeeCode: employeeCode.trim(), pin })","setPending(true)
setError(null)
setLogoutArmed(false)
setEmployeeCode('')
setPin('')
setOpen(false)
setError('账号、PIN或当前登录状态无效，请核对后重试')
setError(displayError(reason, '员工切换暂时没有完成，请重试'))
setPending(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","290","logout","api.logoutStaff()","setLogoutArmed(true)
setError(null)
setPending(true)
setError(null)
setOpen(false)
setLogoutArmed(false)
setError(displayError(reason, '退出结果无法确认，请重试'))
setPending(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","400","submit","api.grantDeviceAccess({ credential, deviceKey: getOrCreateDeviceKey() })","setPending(true)
setError(null)
setCredential('')
setError(displayError(reason, '门店口令没有通过，请核对后重试'))
setPending(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffApp.tsx","432","submit","api.loginStaff({ employeeCode: employeeCode.trim(), pin })","setPending(true)
setError(null)
setError('账号、PIN或设备验证无效，请核对后重试')
setError(displayError(reason, '登录暂时没有完成，请重试'))
setPending(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffWorkspace.tsx","207","update","","setOnline(navigator.onLine)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/NormalizedStaffWorkspace.tsx","369","key","","setMobileMenuOpen(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OperatingHistoryPanel.tsx","50","selectDay","","setDate(day)
setEndDate(day)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OperatingHistoryPanel.tsx","53","read","api.getEndpoint<{data:OperatingHistory}>(`/api/operations/history?${params}`)","setBusy(true)
setError('')
setData(response.data)
setError(reason instanceof Error?reason.message:'账务历史暂未读取成功')
setBusy(false)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OperatingHistoryPanel.tsx","65","reset","","setData(null)
setBusy(false)
setError('')","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OperatingHistoryPanel.tsx","66","exportAll","api.getEndpoint<{data:OperatingHistory}>(`/api/operations/history?${params}`)","setBusy(true)
setError('')
setError(reason instanceof Error?reason.message:'导出未完成，请重试')
setBusy(false)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OperatingHistoryPanel.tsx","76","download","","setTimeout(()=>URL.revokeObjectURL(url),1000)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/order-stock-return-recovery.ts","34","submit","executeRecoverableCommand(this.namespace,attempt.body,attempt.key,async key=>{ // Also migrates an older same-body recoverable-command key before sending. attempt.key=key;this.save(attempt) const result=await this.api.postEndpoint<{id:string}>(this.endpoint,attempt.body,{idempotencyKey:key}) if(!result||typeof result.id!=='string')throw new Error('退库回执暂未读全，请恢复原登记结果') return result.id }).then(id=>{this.save({...attempt,recordId:id});return id}).catch((error:unknown)=>{ const status=error&&typeof error==='object'&&'status' in error?error.status:null // Authorization/validation refusals are definite; conflict and unknown // results retain the or
executeRecoverableCommand(this.namespace,attempt.body,attempt.key,async key=>{ // Also migrates an older same-body recoverable-command key before sending. attempt.key=key;this.save(attempt) const result=await this.api.postEndpoint<{id:string}>(this.endpoint,attempt.body,{idempotencyKey:key}) if(!result||typeof result.id!=='string')throw new Error('退库回执暂未读全，请恢复原登记结果') return result.id }).then(id=>{this.save({...attempt,recordId:id});return id}).catch((error:unknown)=>{ const status=error&&typeof error==='object'&&'status' in error?error.status:null // Authorization/validation refusals are definite; conflict and unknown // results retain the or
executeRecoverableCommand(this.namespace,attempt.body,attempt.key,async key=>{ // Also migrates an older same-body recoverable-command key before sending. attempt.key=key;this.save(attempt) const result=await this.api.postEndpoint<{id:string}>(this.endpoint,attempt.body,{idempotencyKey:key}) if(!result||typeof result.id!=='string')throw new Error('退库回执暂未读全，请恢复原登记结果') return result.id }).then(id=>{this.save({...attempt,recordId:id});return id})","","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/order-stock-return-recovery.ts","66","save","","notifyChanged()","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/order-stock-return-recovery.ts","67","clear","","notifyChanged()","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OrderBillPrintButton.tsx","14","request","api.postEndpoint<{requestId:string;jobIds?:string[]}>(tableSessionId?`/api/hardware/table-sessions/${encodeURIComponent(tableSessionId)}/bill`:businessDate?`/api/hardware/business-days/${encodeURIComponent(businessDate)}/report`:`/api/hardware/orders/${encodeURIComponent(orderId)}/bill`,businessDate?(legacyReport?{endDate:endDate??businessDate}:{endDate:endDate??businessDate,mode:reportMode,grouping:reportGrouping}):{}, {idempotencyKey:key.current})","setBusy(true)
setReceipt(response)
setQueued(true)
setMessage('打印任务已生成，不代表已出纸。未出纸请核对打印任务，不要重复补打。')
setMessage(`${reason instanceof Error?reason.message:'打印请求暂未确认'}；再次点击仅核对同一请求，订单和收款不受影响。`)
setBusy(false)","SYS-299、SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OrderBillPrintButton.tsx","31","checkProgress","api.getEndpoint<{data:Array<{id:string;status:string;stationCode:string}>}>(`/api/hardware/print-requests/${receipt.requestId}`)","setBusy(true)
setMessage(response.data.length?response.data.map((job,index)=>`任务${index+1}：${labels[job.status]??'待核对'}`).join('；')+'。系统状态不证明纸张已正常输出。':'暂未读到任务，请保留请求号核对，不要重复打印。')
setMessage('任务状态暂未读取，请稍后再核对；原打印请求保留。')
setBusy(false)","SYS-299、SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OrderBillPrintButton.tsx","69","requestStateChanged","","setPending(value)
setActionSelection(`${mode}:${grouping}`)","SYS-299、SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OrderStockReturnForm.tsx","12","refreshRemaining","","setConfirmed(false)
setReason('')
setUnits(1)
setNotice('已核对剩余数量。本次退库完成，没有再次退款或出品。')","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OrderStockReturnForm.tsx","17","run","","setNotice('请核实数量、填写原因，并确认商品处理事实')
setBusy(true)
setNotice('退库登记已成功，正在核对剩余数量。')
setNotice(recovery.pending()?.recordId?'退库已经成功，剩余数量暂未读回。只需刷新数量，不要再次登记。':error instanceof Error?error.message:'退库结果未确认，请恢复原登记结果')
setBusy(false)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OrderStockReturnForm.tsx","29","refresh","","setBusy(true)
setNotice('退库已经成功，剩余数量仍未读回，请稍后刷新数量。')
setBusy(false)","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OwnerFinancePanel.tsx","313","run","","setBusy(key)
setNotice("""")
setNotice(success)
setNotice(errorMessage(error, ""操作没有完成，请核对后重试""))
setBusy("""")","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OwnerFinancePanel.tsx","335","submitCost","","setNotice(""请选择费用分类"")
setCorrectingCost(null)
setCorrectionReason("""")
setCost((value) => ({ ...value, name: """", amount: """", tax: ""0"", start: businessDate, end: businessDate, paid: true, paidOn: businessDate, counterparty: """", note: """", }))","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OwnerFinancePanel.tsx","390","beginCostCorrection","","setCorrectingCost(item)
setCorrectionReason("""")
setCost({ name: item.name, categoryId: item.categoryDefinitionId ?? fallbackCategory?.id ?? """", centerId: item.costCenterId ?? overview?.costCenters[0]?.id ?? """", amount: fromMinor(item.netAmountMinor), tax: fromMinor(item.taxAmountMinor), start: item.serviceStartDate, end: item.serviceEndDate, paid: item.cashPaidOn !== null, paidOn: item.cashPaidOn ?? overview?.businessDate ?? today, counterparty: item.counterparty ?? """", note: item.note ?? """", })","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OwnerFinancePanel.tsx","413","cancelCostCorrection","","setCorrectingCost(null)
setCorrectionReason("""")","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OwnerFinancePanel.tsx","417","submitRecurring","","setNotice(""请选择费用分类"")","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OwnerFinancePanel.tsx","524","submitPayroll","","setNotice(""请先为该员工建立有效的薪资标准"")
setNotice(""编辑对象与当前周期或员工不一致，请取消编辑后重新选择"")
setEditingPayrollLine(null)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/OwnerFinancePanel.tsx","564","editPayrollLine","","setEditingPayrollLine(line)
setPayroll({ employeeId: line.employeeId, periodStart: draft.periodStart, periodEnd: draft.periodEnd, units: String(line.units), base: fromMinor(line.basePayMinor), overtime: fromMinor(line.overtimeMinor), bonus: fromMinor(line.bonusMinor), commission: fromMinor(line.commissionMinor), allowance: fromMinor(line.allowanceMinor), deduction: fromMinor(line.deductionMinor), employerContribution: fromMinor(line.employerContributionMinor), note: line.note ?? """" })","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PaymentFinanceReviewPanel.tsx","9","load","api.getEndpoint<{data:Row[];hasMore:boolean;urgentCount:number}>(`/api/payments/finance-review?page=${open?page:0}`)","setRows(result.data)
setMore(result.hasMore)
setUrgentCount(result.urgentCount)
setMessage('')
setMessage(error instanceof Error?error.message:'财务核对暂未读取')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PaymentFinanceReviewPanel.tsx","19","save","api.postEndpoint(`/api/payments/${row.id}/finance-review`,body,{idempotencyKey:attempts.current.get(row.id)!.key})","setMessage('请填写至少3字的核对结果或后续安排')
setBusy(row.id)
setRevision(value=>value+1)
setMessage(resolve?'财务核对已结案':'核对进展已保存，本人已登记为负责人')
setMessage(error instanceof Error?error.message:'保存结果未确认，请使用原内容重试')
setBusy(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PerformanceRevisionPanel.tsx","47","submit","api.postEndpoint('/api/staff/performance-revisions', request, { idempotencyKey: pendingAttempt.current.key, })
api.getEndpoint<unknown>( `/api/staff/performance-revisions/${encodeURIComponent(revisionPublicId)}/impacts`, )","setNotice('请填写可复核的调整原因')
setNotice('改期必须填写有效的新开始和结束时间')
setNotice('换场必须选择另一场已排期演出')
setBusy(true)
setNotice('')
setNotice(affected === null ? '演出调整已保存，受影响预约将等待顾客重新确认' : `演出调整已保存，${affected}条预约等待顾客重新确认`)
setReason('')
setStartsAt('')
setEndsAt('')
setReplacementScheduleId('')
setLatestImpacts(record(payload) && Array.isArray(payload.impacts) ? payload.impacts.filter(isImpactView) : [])
setLatestImpacts([])
setNotice((current) => `${current}；受影响清单暂时未读到，可刷新后复核`)
setNotice(error instanceof Error ? `${error.message}；内容已保留，可核对后重试` : '调整未完成；内容已保留，可核对后重试')
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PersonalContactGovernancePanel.tsx","47","draft","api.postEndpoint('/api/staff/personal-contact-governance/policies',{ resourceKind:policyForm.resourceKind, retentionDaysAfterPurposeEnd:integer(policyForm.days,'保留天数'), legalBasisReference:policyForm.basis.trim(),reason:policyForm.reason.trim(), })","setBusy('draft')
setNotice('')
setPolicyForm((value)=>({...value,basis:'',reason:''}))
setNotice('保留策略草稿已建立，须由另一人审批、第三人发布。')
setNotice(message(error,'策略草稿未保存'))
setBusy('')","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PersonalContactGovernancePanel.tsx","59","transition","api.postEndpoint(`/api/staff/personal-contact-governance/policies/${encodeURIComponent(policy.publicId)}/${action}`, action==='approve'?{reason}:{reason,effectiveFrom:new Date().toISOString()})","setBusy(`${policy.publicId}:${action}`)
setNotice('')
setNotice(action==='approve'?'已审批，等待第三人发布。':'策略已发布；不会自动修改法定期限，仍按门店核准内容执行。')
setNotice(message(error,action==='approve'?'策略未能审批':'策略未能发布'))
setBusy('')","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PersonalContactGovernancePanel.tsx","75","createHold","api.postEndpoint('/api/staff/personal-contact-governance/legal-holds',{ resourceKind:holdForm.resourceKind,resourcePublicId:holdForm.resourcePublicId.trim(), legalBasisReference:holdForm.basis.trim(),reason:holdForm.reason.trim(), holdUntil:holdForm.holdUntil?new Date(holdForm.holdUntil).toISOString():null, })","setBusy('hold')
setNotice('')
setHoldForm((value)=>({...value,resourcePublicId:'',basis:'',reason:'',holdUntil:''}))
setNotice('已建立法定保留；仅阻止旧版本清除，不影响顾客更正新联系方式。')
setNotice(message(error,'法定保留未能建立'))
setBusy('')","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PersonalContactGovernancePanel.tsx","87","release","api.postEndpoint(`/api/staff/personal-contact-governance/legal-holds/${encodeURIComponent(hold.publicId)}/release`,{reason})","setBusy(`${hold.publicId}:release`)
setNotice('')
setNotice('法定保留已释放；符合已发布期限的旧版本将由清除任务处理。')
setNotice(message(error,'法定保留未能释放'))
setBusy('')","SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PrintSourceRecoveryPanel.tsx","23","retry","api.postEndpoint(`/api/hardware/print-sources/${row.id}/retry`,{reason:attempt.reason},{idempotencyKey:attempt.key})","setConfirmId(row.id)
setBusy(true)
setConfirmId('')
setError(error instanceof NormalizedApiError&&error.kind==='http'&&error.status!==null&&error.status<500&&error.status!==425 ? `${error.message}；本次请求被拒绝，请按提示处理后重试。` : '操作结果未确认，请刷新核对；再次操作沿用原编号，不重复生成')
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PrintTicketPolicyPanel.tsx","17","save","api.postEndpoint('/api/hardware/print-ticket-policies',pending.current.body,{idempotencyKey:pending.current.key})
api.getEndpoint<{data:PrintTicketPolicy[]}>('/api/hardware/print-ticket-policies')","setBusy(true)
setRows(current=>current.map(r=>r.ticketKind===actual.ticketKind?actual:r))
setNotice('已保存；只影响后续生成的票据，已排队票据请在打印任务中处理。')
setNotice('保存结果未确认，请点击重试；保持原操作编号，不会重复修改。')
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PromotionalLoyaltyPanel.tsx","73","submitDraft","api.postEndpoint('/api/staff/loyalty/promotion-policies',payload,{ idempotencyKey:`loyalty-promotion-draft-${crypto.randomUUID()}`, })","setBusy('draft')
setNotice('')
setDraft(null)
setNotice('草稿已建立；规则尚未生效，等待独立审批。')
setNotice(message(error,'促销积分草稿没有保存'))
setBusy('')","SYS-289、SYS-292、SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PromotionalLoyaltyPanel.tsx","86","approve","","setNotice('审批已移至“会员经营配置中心”：系统将依据预算、会员上限、叠加、退款和权威活动事实生成影响预览。')","SYS-289、SYS-292、SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PromotionalLoyaltyPanel.tsx","91","publish","api.postEndpoint(`/api/staff/loyalty/promotion-policies/${encodeURIComponent(policy.id)}/publish`,{ effectiveFrom:new Date(parsedStart).toISOString(), effectiveUntil:parsedUntil===null?null:new Date(parsedUntil).toISOString(),reason, },{idempotencyKey:`loyalty-promotion-publish-${crypto.randomUUID()}`})","setNotice('生效时间格式无效。')
setNotice('失效时间必须晚于生效时间。')
setBusy(policy.id)
setNotice('')
setNotice('已安排发布；系统只按权威付款、签到或完成事实发放。')
setNotice(message(error,'促销积分规则没有发布'))
setBusy('')","SYS-289、SYS-292、SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/PromotionalLoyaltyPanel.tsx","111","changeRule","","setDraft((current)=>current?{...current,rules:current.rules.map((rule,position)=>position===index?{...rule,...patch}:rule)}:current)","SYS-289、SYS-292、SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/RecommendationPolicyManagementPanel.tsx","59","create","api.postEndpoint('/api/staff/customer-experience/recommendation-policies',{ code:'DEFAULT',preferenceWeight:integer(draft.preferenceWeight,'偏好权重',-1000,1000), sceneWeight:integer(draft.sceneWeight,'场景权重',-1000,1000), marginWeight:integer(draft.marginWeight,'毛利权重',-1000,1000), priorityWeight:integer(draft.priorityWeight,'经营优先级权重',-1000,1000), performanceWeight:0,inventoryWeight:0,capacityWeight:0, minimumGrossMarginBasisPoints:integer(draft.minimumGrossMarginBasisPoints,'最低毛利基点',0,9999), preferenceHalfLifeDays:integer(draft.preferenceHalfLifeDays,'偏好半衰期',7,730), preferenceMaxAgeDays:integer(draft.preferenceMaxAgeDays,'偏好最长有效期',30,3650), prefer","setBusy('create')
setNotice('')
setDraft(null)
setNotice('草稿已保存；顾客推荐仍按原版本和独立开关运行。')
setNotice(message(error,'推荐规则草稿没有保存'))
setBusy('')","SYS-298","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/RecommendationPolicyManagementPanel.tsx","81","approve","api.postEndpoint(`/api/staff/customer-experience/recommendation-policies/${encodeURIComponent(policy.publicId)}/approve`,{reason},{idempotencyKey:key('recommendation-policy-approve')})","setBusy(policy.publicId)
setNotice('')
setNotice('审批完成；规则仍未发布，也不会自动开放顾客推荐。')
setNotice(message(error,'推荐规则没有通过审批'))
setBusy('')","SYS-298","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/RecommendationPolicyManagementPanel.tsx","91","publish","api.postEndpoint(`/api/staff/customer-experience/recommendation-policies/${encodeURIComponent(policy.publicId)}/publish`,{ effectiveFrom:new Date(parsed).toISOString(),reason, },{idempotencyKey:key('recommendation-policy-publish')})","setNotice('生效时间格式无效。')
setBusy(policy.publicId)
setNotice('')
setNotice('版本已排期；顾客推荐开关保持原状态，需另行确认试点。')
setNotice(message(error,'推荐规则没有发布'))
setBusy('')","SYS-298","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/RecommendationPolicyManagementPanel.tsx","107","clone","api.postEndpoint(`/api/staff/customer-experience/recommendation-policies/${encodeURIComponent(policy.publicId)}/clone-draft`,{reason},{idempotencyKey:key('recommendation-policy-clone')})","setBusy(policy.publicId)
setNotice('')
setNotice('已复制为新草稿；当前运行版本不受影响。')
setNotice(message(error,'历史版本没有复制成功'))
setBusy('')","SYS-298","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/RecommendationPolicyManagementPanel.tsx","117","setRollout","api.putEndpoint('/api/staff/customer-experience/features/recommendation.engine',{ rolloutState,configuration:{},reason, },{idempotencyKey:key('recommendation-rollout')})","setBusy('rollout')
setNotice('')
setNotice(`顾客推荐已调整为“${rolloutLabel[rolloutState]}”。`)
setNotice(message(error,'推荐开放状态没有改变'))
setBusy('')","SYS-298","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/RemakePhysicalHandoverPanel.tsx","36","refresh","","setBusy(true)
setError('')
setError(error instanceof Error?error.message:'实物待办暂未更新')
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/RemakePhysicalHandoverPanel.tsx","40","run","api.pending(itemId)
api.pending(itemId)","setError('原商品还有未确认的处理，请先恢复原商品记录')
setOriginalItem(itemId)
setBusy(true)
setError('')
setNotice('')
setNeedsRefresh(true)
setNotice('实物登记已确认，原收款和退款不变')
setError(committed?'登记已成功，待办暂未读回。请刷新，不用再次提交。':error instanceof Error?error.message:'结果待确认，请恢复原登记')
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/SocialAccountPanel.tsx","13","perform","","setBusy(true)
setMessage('')
setMessage(error instanceof Error?error.message:'操作结果未确认，请刷新核对')
setBusy(false)","SYS-297、SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/SocialAccountPanel.tsx","15","load","api.getEndpoint<{data:Account[]}>('/api/staff/social-accounts')
api.getEndpoint<{data:{items:Project[];nextCursor:string|null}}>(`/api/staff/member-cards/projects${cursor?`?cursor=${cursor}`:''}`)
api.getEndpoint<{data:typeof events}>('/api/staff/social-accounts/events')","setAccounts(a.data)
setProjects(all)
setEvents((await api.getEndpoint<{data:typeof events}>('/api/staff/social-accounts/events')).data)
setProducts(await loadCompleteActiveCatalog(api) as {id:string;name:string}[])","SYS-297、SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
